feature_1,feature_2,feature_3,feature_4,feature_5,target,is_anomaly,anomaly_type
54.96714153011233,104.41144005002104,21.222808597615273,97.84544784612038,38.12677300221331,66.78348907491748,0,normal
47.6586304305082,94.00159795240835,20.510203182989144,67.95788421097572,44.34048034868772,21.16672485935624,0,normal
45.365823071875376,82.73829326484544,16.9734415082033,46.30079633013303,26.200657339895738,44.81229034554929,0,normal
44.37712470759027,90.14743344041776,19.6227312632441,61.37963886718183,28.701570389317666,36.298686256891585,0,normal
64.65648768921554,124.91605725583223,30.70787752572697,53.62877720679815,35.64493820379854,82.84129517473504,0,normal
51.10922589709866,93.90752354147736,28.70151934861626,65.99041965121792,37.666450001653786,63.6490225872245,0,normal
43.98293387770603,97.867003335092,21.623313692784496,59.1343360656615,46.58035929682551,47.092963222737374,0,normal
37.791563500289776,85.83483782691172,12.249117069588447,55.07720926652354,41.57488988695299,28.88610572315884,0,normal
57.38466579995411,105.93313218810952,33.28814720597802,70.48344456616067,28.17182407706058,87.89480986285997,0,normal
42.801557916052914,89.07300325844699,17.649064218243904,80.15427434352692,25.89567875709813,52.93296394718575,0,normal
53.24083969394795,114.12710641737333,27.28249609013551,84.17514433261302,48.24799617996761,57.21884039613432,0,normal
59.31280119116199,117.43920854866198,31.740783901076803,79.96895147105346,47.80436101697887,69.18820909911047,0,normal
45.2082576215471,93.34426259955482,23.96814932234504,57.05690063878994,46.500206579153584,45.38305443821301,0,normal
63.56240028570823,117.56126049822561,36.05665537131264,80.42454037571451,34.839041963159005,94.5575257725368,0,normal
53.61395605508414,105.51919289982776,28.988403843213298,98.46965483721009,19.042039167282045,72.03821206303196,0,normal
58.21902504375224,108.4360537135993,23.802715076652433,76.37641164803253,24.099448683192858,70.09533925044082,0,normal
47.80328112162488,84.29609653596074,33.38064321735962,67.22594672589528,33.5320511768545,59.98564926845478,0,normal
44.982429564154636,105.22846885302488,25.370833314357935,67.05359694349441,44.106139464906846,30.408810531128395,0,normal
50.9707754934804,102.29103568606898,24.79237220102119,70.08506780103347,36.863134774942736,62.98776865581145,0,normal
35.364850518678814,81.89967431688557,23.898299034558253,75.07670184963692,38.12330293299882,32.90665078924572,0,normal
35.84629257949586,79.83736311203275,20.18849826352842,62.96584096167572,38.70971430667193,46.120628068023834,0,normal
54.040508568145384,101.24601119105601,28.162019505614982,78.86325586084146,39.404432673870666,45.290008880026924,0,normal
30.812287847009586,72.0216561001208,29.166698967270932,111.94863168727929,38.46111228175102,40.62510158938208,0,normal
53.015473423336125,94.62529421950471,23.706422991996888,92.14234221772531,46.015464261494195,56.46448912636281,0,normal
57.910319470430466,124.73696624692249,28.480896178385947,53.97223405811579,44.69485675040216,68.60121624623704,0,normal
71.90455625809979,123.25930677080532,33.96644497093793,76.49477047631461,35.972194767070405,101.68719326480043,0,normal
34.493365689338674,72.09891426199107,22.993285382988745,82.10388645952773,32.644606126129574,39.10206345125155,0,normal
65.4993440501754,119.05752644392715,23.72435666708275,87.20275826054504,30.15308546852836,66.65939189012643,0,normal
52.27459934604129,110.91289343357208,17.104982058324307,77.76950787798457,42.07906235398739,29.16396848099704,0,normal
57.8182287177731,111.03257420045827,25.39805260139982,82.82912348425347,42.375877385865486,64.78759158999412,0,normal
52.504928503458764,96.0900851286595,16.967877971650694,78.48380545741506,42.34457978638945,30.6118401051042,0,normal
42.85648581973632,97.52511031217489,20.78060350632775,57.13044754196027,45.25242886907064,24.262937483814433,0,normal
40.253183297726785,90.74046037753038,23.918351852269446,62.68976522472434,47.70700903395458,35.64863949197956,0,normal
54.12780926936498,109.00954272040968,22.70440083963114,71.31917825995694,33.970110685140085,43.41940988953202,0,normal
41.10485570374477,137.30173660529007,14.622231471062946,80.11727962224965,18.49334573291395,41.282336090331626,1,leverage
58.27183249036024,125.94673688999904,30.65798604241668,71.03014750143066,61.76135333271695,68.42440643063384,0,normal
56.25667347765006,121.86991223892676,33.61062482235421,82.23708622864778,38.21229771739319,55.1848361450912,0,normal
57.14000494092092,105.87571485926952,19.044598400055854,62.29809422897392,27.881222202513083,45.411267652817585,0,normal
45.53485047932979,103.49210062792862,28.421387189853444,56.31391831932018,41.385447406809455,21.453562338808563,0,normal
53.85317379728837,107.69345245475712,31.011506024858363,75.87313077669,30.856237617355013,58.5453492917923,0,normal
53.577873603482836,108.00359794170247,31.665343654366655,90.80703078052355,28.97864505634327,79.01836332454845,0,normal
40.62174960084877,76.7168244513283,25.837441530986666,82.72571529459071,70.82185192523777,27.220511998857305,0,normal
55.70890510693167,106.97015255737516,38.30856496970289,84.77086876958697,37.47784604287723,83.15195220541362,0,normal
57.589692204932675,105.74862754488635,25.835541251248685,67.71954678256344,40.65499311509058,45.23160236726645,0,normal
73.14658566673509,137.37357282278896,36.00620091992168,50.80926193215522,36.22454507368453,105.26884634337452,0,normal
60.889505969673664,121.67179135995995,28.349158246173282,64.27044436110047,45.4367819914774,58.460340689057155,0,normal
42.69633368282864,77.32794904986221,20.34996127571899,65.22599478591275,57.1515527146026,28.960379884038588,0,normal
56.33919022318011,108.74265712842653,35.3419964750299,65.07320302847418,46.81946667836979,66.30857214433965,0,normal
42.07479261567299,95.6358786907077,15.748110570603368,87.98632791255181,30.39762874355379,22.565820197060795,0,normal
46.654987641590516,94.19690892434605,19.13311216511301,101.48181360421646,43.23985368768764,33.981540976319515,0,normal
37.391160456649544,86.72200650932355,27.073945610350638,90.4869789082672,27.845040272367893,55.83787552114376,0,normal
45.15765927133749,95.32771578563498,28.305561825549194,81.65729142219342,46.19707242743469,50.71353860943686,0,normal
40.730695284219166,89.0729347896226,19.501132435672226,59.63418537998565,37.97945478885472,39.88099062199138,0,normal
67.48374276597829,80.90314558408232,23.765445248701766,68.39933269954524,17.325743956562526,35.604989162151014,1,leverage
64.41273289066116,112.87834122211136,31.919055087889376,75.1534959152938,32.14793079161639,85.01897923099473,0,normal
54.62103474263271,99.74026775513562,33.62416520005507,76.04703127485028,36.91749122510592,52.844889673577555,0,normal
51.13517345251248,105.84535792024937,26.387011072293156,56.43276751759726,57.06426699725013,39.73161002593535,0,normal
30.479122004774982,72.78752033979828,21.84638111303144,79.2148780160255,35.01840384143525,28.007601104767733,0,normal
47.918777496427246,96.2552150273548,37.22165580498926,87.74403145531538,42.85612388772038,84.10295375550956,0,normal
43.070904047393455,87.75592541241673,24.727712463637786,87.1929317825844,45.037030735388896,49.52199485360114,0,normal
41.710049890779274,86.56293677420648,21.49452039844485,84.15555398150197,39.83278724828681,53.22000928657243,0,normal
51.17327383308782,107.92405413325179,29.896060151033325,83.20646071755057,38.38245878052885,65.14327910853594,0,normal
47.8231879677278,94.94099866361076,21.99701753386387,87.20264454000957,50.44383045723463,35.85033543147222,0,normal
50.21003841632759,92.24766550304922,36.02330631958671,79.86249528732664,38.95885556505852,67.95431745549486,0,normal
