timestamp,value,is_anomaly
2021-01-01,48.99602536461728,0
2021-01-02,45.20281244288459,0
2021-01-03,47.92206333255532,0
2021-01-04,53.76361379762745,0
2021-01-05,54.33991170550681,0
2021-01-06,55.48667943744255,0
2021-01-07,56.58910597842609,0
2021-01-08,50.80730480328404,0
2021-01-09,45.80845214284787,0
2021-01-10,48.97773327093378,0
2021-01-11,51.05415879049305,0
2021-01-12,55.13735904489459,0
2021-01-13,57.696285679606,0
2021-01-14,50.85798395821296,0
2021-01-15,47.07256977061988,0
2021-01-16,46.868552765320295,0
2021-01-17,47.10808675408617,0
2021-01-18,53.84568699628218,0
2021-01-19,55.483685803150436,0
2021-01-20,55.613042849600376,0
2021-01-21,58.83516294617178,0
2021-01-22,51.28386553791297,0
2021-01-23,49.33455044300999,0
2021-01-24,47.48363606970794,0
2021-01-25,53.320493364236924,0
2021-01-26,58.70599661309967,0
2021-01-27,57.312101800143424,0
2021-01-28,57.82339395795406,0
2021-01-29,51.69364212712161,0
2021-01-30,49.7666543562767,0
2021-01-31,50.270993742576174,0
2021-02-01,59.2454994025092,0
2021-02-02,59.57893673027043,0
2021-02-03,58.610231130456526,0
2021-02-04,59.818127850608704,0
2021-02-05,51.54344328256115,0
2021-02-06,61.846849194950224,1
2021-02-07,48.62271733883571,0
2021-02-08,53.94049680486862,0
2021-02-09,61.04356301894583,0
2021-02-10,63.234190818657055,0
2021-02-11,59.53479000762412,0
2021-02-12,54.7599793561819,0
2021-02-13,51.81991285136385,0
2021-02-14,50.56459161258056,0
2021-02-15,56.12306910294874,0
2021-02-16,60.680497124857965,0
2021-02-17,64.80922075467636,0
2021-02-18,60.802536420048845,0
2021-02-19,52.373717268660215,0
2021-02-20,53.96383697046966,0
2021-02-21,53.62980325099439,0
2021-02-22,67.07178996850357,1
2021-02-23,63.67231329980479,0
2021-02-24,65.58824102668665,0
2021-02-25,62.792980111949085,0
2021-02-26,55.02011642608819,0
2021-02-27,53.479416383466926,0
2021-02-28,55.82787424528178,0
2021-03-01,61.12510548716364,0
2021-03-02,62.221794459461655,0
2021-03-03,63.86871153616778,0
2021-03-04,59.41395222119571,0
2021-03-05,54.98457000421975,0
2021-03-06,56.38337399940953,0
2021-03-07,58.52018336577948,0
2021-03-08,59.654056253305946,0
2021-03-09,65.79281137622662,0
2021-03-10,65.55028707318392,0
2021-03-11,60.90459809755676,0
2021-03-12,58.649072374959665,0
2021-03-13,58.36463404115414,0
2021-03-14,56.24709423406578,0
2021-03-15,63.41908075006877,0
2021-03-16,59.01852145973564,0
2021-03-17,66.92351622780292,0
2021-03-18,62.80194480173707,0
2021-03-19,57.741488962630406,0
2021-03-20,55.86541283697853,0
2021-03-21,52.71695105617518,0
2021-03-22,60.2037146693153,0
2021-03-23,65.30534042827374,0
2021-03-24,68.54836368006286,0
2021-03-25,61.88386348695819,0
2021-03-26,56.994692745648265,0
2021-03-27,54.930116687022405,0
2021-03-28,58.754142033837454,0
2021-03-29,61.51127128399079,0
2021-03-30,63.721725565485826,0
2021-03-31,66.78862566406156,0
2021-04-01,63.26342930079106,0
2021-04-02,60.67717194344005,0
2021-04-03,54.63704110681513,0
2021-04-04,56.35483343331289,0
2021-04-05,60.13567111689167,0
2021-04-06,71.89963401428986,1
2021-04-07,66.37905614277557,0
